Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify Schema json,,,,2025-10-26 13:22:31,2025-10-26 13:22:54,22.718s,PASSED
,,,,,,,
Test Cases/Verifikasi Schema/POST - Create a New User,,,,2025-10-26 13:22:32,2025-10-26 13:22:44,12.384s,PASSED
defaultPackage.RandomData.setRandomUserData(),,,,2025-10-26 13:22:33,2025-10-26 13:22:33,0.611s,PASSED
"println(""Random ID yang digunakan: "" + randomId)",,,,2025-10-26 13:22:33,2025-10-26 13:22:33,0.036s,PASSED
"response = sendRequestAndVerify(findTestObject(""POST - Create a New User""))",,,,2025-10-26 13:22:34,2025-10-26 13:22:43,9.866s,PASSED
println(response.getResponseBodyContent()),,,,2025-10-26 13:22:43,2025-10-26 13:22:43,0.003s,PASSED
"schemaPath = getProjectDir() + ""/Include/schemas/create_a_new_user.json""",,,,2025-10-26 13:22:43,2025-10-26 13:22:43,0.006s,PASSED
schemaFile = new java.io.File(schemaPath),,,,2025-10-26 13:22:43,2025-10-26 13:22:43,0.002s,PASSED
schemaJson = new org.json.JSONObject(new org.json.JSONTokener(new java.io.FileInputStream(schemaFile))),,,,2025-10-26 13:22:43,2025-10-26 13:22:43,0.080s,PASSED
responseJson = new org.json.JSONArray(response.getResponseBodyContent()),,,,2025-10-26 13:22:43,2025-10-26 13:22:43,0.034s,PASSED
load(schemaJson).validate(responseJson),,,,2025-10-26 13:22:44,2025-10-26 13:22:44,0.490s,PASSED
,,,,,,,
Test Cases/Verifikasi Schema/GET - All Users,,,,2025-10-26 13:22:44,2025-10-26 13:22:46,1.996s,PASSED
"response = sendRequestAndVerify(findTestObject(""GET - All Users""))",,,,2025-10-26 13:22:45,2025-10-26 13:22:46,1.057s,PASSED
println(response.getResponseBodyContent()),,,,2025-10-26 13:22:46,2025-10-26 13:22:46,0.003s,PASSED
"schemaPath = getProjectDir() + ""/Include/schemas/get_ all_users.json""",,,,2025-10-26 13:22:46,2025-10-26 13:22:46,0.001s,PASSED
schemaFile = new java.io.File(schemaPath),,,,2025-10-26 13:22:46,2025-10-26 13:22:46,0.009s,PASSED
schemaJson = new org.json.JSONObject(new org.json.JSONTokener(new java.io.FileInputStream(schemaFile))),,,,2025-10-26 13:22:46,2025-10-26 13:22:46,0.015s,PASSED
responseJson = new org.json.JSONArray(response.getResponseBodyContent()),,,,2025-10-26 13:22:46,2025-10-26 13:22:46,0.033s,PASSED
load(schemaJson).validate(responseJson),,,,2025-10-26 13:22:46,2025-10-26 13:22:46,0.096s,PASSED
,,,,,,,
Test Cases/Verifikasi Schema/GET - Single User,,,,2025-10-26 13:22:46,2025-10-26 13:22:48,2.307s,PASSED
defaultPackage.RandomData.setRandomUserData(),,,,2025-10-26 13:22:47,2025-10-26 13:22:47,0.025s,PASSED
"println(""Random ID yang digunakan: "" + randomId)",,,,2025-10-26 13:22:47,2025-10-26 13:22:47,0.011s,PASSED
"response = sendRequestAndVerify(findTestObject(""GET - Single User"", [""UserId"":randomId]))",,,,2025-10-26 13:22:47,2025-10-26 13:22:48,1.351s,PASSED
println(response.getResponseBodyContent()),,,,2025-10-26 13:22:48,2025-10-26 13:22:48,0.003s,PASSED
"schemaPath = getProjectDir() + ""/Include/schemas/get_single_user.json""",,,,2025-10-26 13:22:48,2025-10-26 13:22:48,0.006s,PASSED
schemaFile = new java.io.File(schemaPath),,,,2025-10-26 13:22:48,2025-10-26 13:22:48,0.003s,PASSED
schemaJson = new org.json.JSONObject(new org.json.JSONTokener(new java.io.FileInputStream(schemaFile))),,,,2025-10-26 13:22:48,2025-10-26 13:22:48,0.003s,PASSED
responseJson = new org.json.JSONArray(response.getResponseBodyContent()),,,,2025-10-26 13:22:48,2025-10-26 13:22:48,0.001s,PASSED
load(schemaJson).validate(responseJson),,,,2025-10-26 13:22:48,2025-10-26 13:22:48,0.007s,PASSED
,,,,,,,
Test Cases/Verifikasi Schema/PATCH - Update a User,,,,2025-10-26 13:22:48,2025-10-26 13:22:51,2.526s,PASSED
defaultPackage.RandomData.setRandomUserData(),,,,2025-10-26 13:22:49,2025-10-26 13:22:49,0.013s,PASSED
"println(""Random ID yang digunakan: "" + randomId)",,,,2025-10-26 13:22:49,2025-10-26 13:22:49,0.007s,PASSED
"response = sendRequestAndVerify(findTestObject(""PATCH - Update a User"", [""UserId"":randomId]))",,,,2025-10-26 13:22:49,2025-10-26 13:22:51,1.791s,PASSED
println(response.getResponseBodyContent()),,,,2025-10-26 13:22:51,2025-10-26 13:22:51,0.001s,PASSED
"schemaPath = getProjectDir() + ""/Include/schemas/update_a_user.json""",,,,2025-10-26 13:22:51,2025-10-26 13:22:51,0.001s,PASSED
schemaFile = new java.io.File(schemaPath),,,,2025-10-26 13:22:51,2025-10-26 13:22:51,0.001s,PASSED
schemaJson = new org.json.JSONObject(new org.json.JSONTokener(new java.io.FileInputStream(schemaFile))),,,,2025-10-26 13:22:51,2025-10-26 13:22:51,0.002s,PASSED
responseJson = new org.json.JSONArray(response.getResponseBodyContent()),,,,2025-10-26 13:22:51,2025-10-26 13:22:51,0.001s,PASSED
load(schemaJson).validate(responseJson),,,,2025-10-26 13:22:51,2025-10-26 13:22:51,0.013s,PASSED
,,,,,,,
Test Cases/Verifikasi Schema/DELETE - Delete a User,,,,2025-10-26 13:22:51,2025-10-26 13:22:54,2.687s,PASSED
defaultPackage.RandomData.setRandomUserData(),,,,2025-10-26 13:22:52,2025-10-26 13:22:52,0.002s,PASSED
"println(""Random ID yang digunakan: "" + randomId)",,,,2025-10-26 13:22:52,2025-10-26 13:22:52,0.001s,PASSED
"response = sendRequestAndVerify(findTestObject(""DELETE - Delete a User"", [""UserId"":randomId]))",,,,2025-10-26 13:22:52,2025-10-26 13:22:54,1.100s,PASSED
println(response.getResponseBodyContent()),,,,2025-10-26 13:22:54,2025-10-26 13:22:54,0.009s,PASSED
